id,created_at,text
1122159474385534977,2019-04-27 15:24:02,"RT @wrongparker: peter: can i ride my scooter outside?

tony: do whatever you want im not your dad

peter: okay then

tony, chasing after h…"
1122159465158074368,2019-04-27 15:23:59,"Do you prefer scooters or bikes? 
""In 2018, of the 84 million micromobility trips taken, 38.5 million of those were… https://t.co/fhzYT1iyUY"
1122159462679101443,2019-04-27 15:23:59,"Do you prefer #scooters or #bikes? 
""In 2018, of the 84 million #micromobility trips taken, 38.5 million of those w… https://t.co/P6cAin6JNS"
1122159363236466689,2019-04-27 15:23:35,@BrentRulli 😭
1122159334161567744,2019-04-27 15:23:28,RT @aluhutt: what a time to be alive https://t.co/tyADRbprDK
1122159291849412608,2019-04-27 15:23:18,RT @ButeraDemetria: Demi when she sees all the choreography Scooter has lined up for her to do on tour https://t.co/BfYQZHXEcJ
1122159289332719617,2019-04-27 15:23:17,@PangilinanEdge Money for neon red scooter?
1122159175579127808,2019-04-27 15:22:50,"Just an icon livin’ 🙏⁣
⁣
Upon its release in 2000, the Razor A kick-scooter captured the hearts and minds of kids o… https://t.co/XaNQVW8GRc"
1122159133333942272,2019-04-27 15:22:40,"RT @Claire_CH_Yu: If you are visiting Taipei, Taiwan, WeMo Scooter app could be an awesome choice. It's essentially YouBike but E-scooter v…"
1122159101570580480,2019-04-27 15:22:33,RT @CMONPUDDlN: i cant wait to see scooter’s success with demi... phil is gonna cry  https://t.co/6D6yCNlAfW
1122158983777796097,2019-04-27 15:22:05,I now have so many electric scooter apps on my phone and it’s the greatest thing ever.
1122158810959945730,2019-04-27 15:21:23,Hola hola hola  iniciamos la jornada de futbol de hoy. Saludos a @ToqueyTacoRadio @MarloVilela @gioseiya… https://t.co/hSINaYy5Kf
1122158735147896837,2019-04-27 15:21:05,Die E-Scooter sind ein Riesenfehler! https://t.co/K54BIPMT2o
1122158597977174021,2019-04-27 15:20:33,@pjbowles4 @MeltingInMarana @RevKeithBritt @drwatson101 @RARRRRR @KathaleenHarpe9 @1badveteran @KoltenKirschke… https://t.co/i95S9MsjNf
1122158556445384704,2019-04-27 15:20:23,👍 on @YouTube: Ather 450 Electric Scooter | Real Life EV Stories https://t.co/T3JsS2Qr35
1122158534907453444,2019-04-27 15:20:18,"My neighbor 21-year old son is killing it or doing what he has to do. Even if he gets $20 per scooter, he must make… https://t.co/jB8VLyrHN0"
1122158506793156610,2019-04-27 15:20:11,WANTED: mobility scooter (Thornton In Craven BD23) https://t.co/dxM83eFwnR
1122158454708113408,2019-04-27 15:19:58,@Seahawks @dkmetcalf14 @Scooter_Turf this is great.
1122158452250427394,2019-04-27 15:19:58,RT @Y2SHAF: i'd rather take a razor scooter to the ankle than stand up and tell a room full of people a little bit about myself
1122158350546939905,2019-04-27 15:19:34,"@Rufford_Abbey Hello! I'm planning on visiting in a couple of weeks, and I have a couple of questions;

Are dogs al… https://t.co/2MFXkJZ71Q"
1122158222780055552,2019-04-27 15:19:03,"RT @Huk06: Wife: “What are the scratch marks on your neck?

Husband: Me and the guys went kayaking when out of the blue a seal appeared and…"
1122158111408697345,2019-04-27 15:18:37,RT @houston_trill98: Me @ the gym after work and school cause I need this summer body https://t.co/h077QZVjS1
1122158105058598914,2019-04-27 15:18:35,"Now who tf in they right mind just letting a scooter hit they ankle, y’all mfs kill me https://t.co/xvKmKebi6T"
1122158089199919106,2019-04-27 15:18:31,"RT @DarklighterYt: Forgive me, I saw #AHatInTime's new DLC trailer and couldn't help but think of a certain wildcat. Considering there's a…"
1122158066450018305,2019-04-27 15:18:26,@mikeyj4460 @zWickedKing @belle5714 @LarrySabato @soledadobrien @UVAMensHoops Really? Tell that to Martha Stewart a… https://t.co/VhFs8y16si
1122158036334927873,2019-04-27 15:18:19,RT @mashable: Turn heads with this self-balancing scooter https://t.co/5Yq6aikI78
1122158001471856642,2019-04-27 15:18:10,RT @npjewels: A werewolf but instead you turn into a giant fish that has legs and arms
1122157973294473221,2019-04-27 15:18:04,Vintage Vespas and Lambrettas stolen from scooter centre https://t.co/4oKLLUepyt
1122157908643467272,2019-04-27 15:17:48,"RT @wrongparker: peter: can i ride my scooter outside?

tony: do whatever you want im not your dad

peter: okay then

tony, chasing after h…"
1122157870001348609,2019-04-27 15:17:39,"RT @journalscontrol: eu tô feliz pela demi, beliebers e arianators sabem como o scooter é bom no que faz e eu espero que ele invista na dem…"
1122157857296744449,2019-04-27 15:17:36,RT @sarthakgh: It keeps getting harder and harder to see how the market sustains two independent scooter companies in the US given the curr…
1122157789923741697,2019-04-27 15:17:20,a dad making out with a a tourist stepped off the side of a cigarette butt while a coffee shop manager and a small… https://t.co/4unCAxebPl
1122157746558619648,2019-04-27 15:17:10,UHINOOS Kick Scooter 3 Wheel Toddler Scooter Easy Adjustable... Giveaway - https://t.co/YFEdW8ipEU #giveaways… https://t.co/Y2qsSz4mew
1122157742330826752,2019-04-27 15:17:09,RT @michalnaka: Times are changing: Portland is starting to turn Lyft/Motivate bikeshare stations into hybrid dockless mobility hubs for an…
1122157722399584256,2019-04-27 15:17:04,"@sciattinsky Ieri..Genova..pioveva a dirotto,arriva a casa il ragazzo,in scooter, con le pizze,bagnato come un moci… https://t.co/kPATwRQFYQ"
1122157693530193921,2019-04-27 15:16:57,"@gutterbookshop There's a bike shop on Usher's Quay, next to Scooter Island. They have some nice bikes and some can… https://t.co/1PxQQU6IoW"
1122157562776948737,2019-04-27 15:16:26,RT @demiftcardi: Scooter has nothing to do with Ariana and Justin's mental health. Stop blaming that on him. He is literally the most suppo…
1122157544045039616,2019-04-27 15:16:21,I guess I admire the DGAF energy of this dude who is just hauling a Lime scooter onto BART?
1122157542241521664,2019-04-27 15:16:21,"@BEY0WNSME Fair enough. I liked the video. 
I'm excited for demi's comeback...scooter and demi followed each other 😩"
1122157486763593730,2019-04-27 15:16:08,RT @happierlovato: DEMI FOLLOWED SCOOTER IT’S HAPPENING PEOPLE https://t.co/9jg9X34FIP
1122157479113019392,2019-04-27 15:16:06,"RT @DarklighterYt: Forgive me, I saw #AHatInTime's new DLC trailer and couldn't help but think of a certain wildcat. Considering there's a…"
1122157418157309952,2019-04-27 15:15:51,RT @Y2SHAF: i'd rather take a razor scooter to the ankle than stand up and tell a room full of people a little bit about myself
1122157379930472449,2019-04-27 15:15:42,now this is a woman that smells like a scooter
1122157311697358848,2019-04-27 15:15:26,I can tell you one thing: adding thousands of electric scooter riders to these already overstressed and dangerous b… https://t.co/PRXulO7UZH
1122157260912889857,2019-04-27 15:15:14,Thank You it’s fine. They delivered at 10pm something about scooter problems https://t.co/PdxJv9pcPa
1122157233545056257,2019-04-27 15:15:07,RT @Martina: This is rather odd. Should we get #freeMelania trending again? https://t.co/oAjrMo9dFx
1122157191513772037,2019-04-27 15:14:57,You might be surprised by the results if you do an accounting ... More for Leo https://t.co/TaRmMIWkZa
1122157144080412672,2019-04-27 15:14:46,@DioknoTimothy I’ll give limited chocolate rare drop for your scooter and/or snowboard
1122157123649986561,2019-04-27 15:14:41,"RT @wrongparker: peter: can i ride my scooter outside?

tony: do whatever you want im not your dad

peter: okay then

tony, chasing after h…"
1122157118491123713,2019-04-27 15:14:40,Nouveau coup de coeur : Scooter / Bora! Bora! Bora! https://t.co/bHyqwFT01I #deezer
1122156960122572803,2019-04-27 15:14:02,RT @onepercentafro: Wait SCOOTER AND DEMI'S FOLLOWS ARE 10 SECONDS APART WHICH MEANS IT WAS PLANNED WHICH MEAAANNNS SHES COMING https://t.c…
1122156938412929024,2019-04-27 15:13:57,RT @CheriJacobus: @AshaRangappa_ Televised impeachment hearings that basically air the Mueller report with live testimony from Trump associ…
1122156872927252481,2019-04-27 15:13:41,THERES ANOTHER SCOOTER COMPANY WHAT THE HELL
1122156833215537152,2019-04-27 15:13:32,RT @jsproinsider: #Browns third-round pick Sione Takitaki decided to take a bathroom break when the Browns were on the clock with the 80th…
1122156810071433216,2019-04-27 15:13:26,@PaulJColvin I was in the scooter and thats my better half in the blue sweatshirt
1122156800554545157,2019-04-27 15:13:24,this disabled woman in a mobility scooter was literally just driving in the middle of the road in the lane! nice!
1122156780891648000,2019-04-27 15:13:19,@scooter_trayvis Best marvel movie right here https://t.co/lnhEiwodL1
1122156740009705474,2019-04-27 15:13:10,"RT @evansringx: A DEMI E O SCOOTER ESTÃO SEGUINDO UM AO OUTRO, ESSE MOMENTO É NOSSO CARALHO
 https://t.co/edIdVOIteD"
1122156735907749889,2019-04-27 15:13:09,"RT @wrongparker: peter: can i ride my scooter outside?

tony: do whatever you want im not your dad

peter: okay then

tony, chasing after h…"
1122156676793212928,2019-04-27 15:12:55,im suddenly in this mood to hit yoongi’s ankles with a razor scooter
1122156663526477828,2019-04-27 15:12:51,"@SNBradFay Maybe earplugs to drown out the in-game ops team 
(where's the 'get off my lawn' emoji anyway?)😀"
1122156608409231366,2019-04-27 15:12:38,RT @tinsqueen: Scooter back at it again https://t.co/BYNWbVBCd7
1122156568659857411,2019-04-27 15:12:29,RT @historylvrsclub: 1960: Ruby Bridges became the first black girl to attend a white elementary school in the South. See more images here:…
1122156533788413953,2019-04-27 15:12:20,@niumobility Hello @niumobility am Omar From Yiwu I want to buy your Electric Scooter do you have a dealer here? Please Assist thanks
1122156450955038720,2019-04-27 15:12:01,I have a dream that @scooterbraun will watch some of my videos one day. Just as I dream of being part of… https://t.co/QwJTBpUsBT
1122156419917045760,2019-04-27 15:11:53,"RT @fIuffystin: So apparently Scooter Braun can delete views, use payola, make songs go #1, block songs from going #1, fake streams and buy…"
1122156345606668288,2019-04-27 15:11:36,RT @HanaLovato_: Demi and Scooter were either together or texting each other while they followed each other because Scooter wasn't going to…
1122156242569396224,2019-04-27 15:11:11,RT @HanaLovato_: a picture of Scooter and Demi together https://t.co/KYqjBxbxOu
1122156168691027968,2019-04-27 15:10:53,"@J_R_Scooter You’ll be the guy with headphones, listening to ththe new Bruce"
1122156074809925632,2019-04-27 15:10:31,El pequeño Scooter rogó que alguien lo salvara. Su discapacidad no fue impedimento para buscar ayuda https://t.co/SzBatjZk9X
1122156072486227968,2019-04-27 15:10:30,"RT @BakerBitchBakes: Yesterday, Trump had 59.9 million followers. 

Today he has 59.8 million followers. 

That means OVERNIGHT over 100,00…"
1122155974146625536,2019-04-27 15:10:07,RT @lovatodirrty: a demi quando o scooter chegar na reunião falando que quer coreografias na turnê  https://t.co/IDPWd9mZce
1122155941955166209,2019-04-27 15:09:59,Энэ бандгар бас scooter унана л гэнэ шүү 💕 https://t.co/SADiQiM22Q
1122155880840159233,2019-04-27 15:09:45,"Öğrenme yeteneğine sahip otonom scooter ile tanışın!
https://t.co/4ZUDdsWv5Z"
1122155824824995840,2019-04-27 15:09:31,@J_R_Scooter Yup! She’s crazy!!
1122155822606364672,2019-04-27 15:09:31,"RT @thepamilerin: I asked my neighbors children what I should get for them on my way back from work, and they said Scooter 😡 All these Rich…"
1122155772861919232,2019-04-27 15:09:19,"RT @thepamilerin: I asked my neighbors children what I should get for them on my way back from work, and they said Scooter 😡 All these Rich…"
1122155712677842945,2019-04-27 15:09:05,RT @lovatodirrty: a demi quando o scooter chegar na reunião falando que quer coreografias na turnê  https://t.co/IDPWd9mZce
1122155693774184450,2019-04-27 15:09:00,RT @SeptaMordane: Daenerys feeling very attacked for 2 minutes straight https://t.co/Djz9OBeFI1
1122155693417664513,2019-04-27 15:09:00,RT @Y2SHAF: i'd rather take a razor scooter to the ankle than stand up and tell a room full of people a little bit about myself
1122155684408307719,2019-04-27 15:08:58,demi e scooter finalmente se seguiram a nova era está chegando rsrsrsrsrs
1122155675474329602,2019-04-27 15:08:56,"@LeoRautins We had a #Yorkie for 19 years.
Pound-for-pound there ain't no fiercer dog around 😃

The biggest little dog you can get!"
1122155630142414849,2019-04-27 15:08:45,"📌 Scoobic, el resultado de combinar una scooter y una furgoneta de reparto #Vehículos https://t.co/UettG2ryuD"
1122155601579134976,2019-04-27 15:08:38,y’all really want ph*l back? what is he gonna do for demi that scooter can’t  do for her? https://t.co/MtBktfnbSr
1122155539025276929,2019-04-27 15:08:23,"RT @thepamilerin: I asked my neighbors children what I should get for them on my way back from work, and they said Scooter 😡 All these Rich…"
1122155537347612672,2019-04-27 15:08:23,Young scooter comes on and something just happens to me...idk. I forget I’m not a trapper or street nigga
1122155530007601155,2019-04-27 15:08:21,"RT @lovatickingg: scooter: a
lovatics:
 https://t.co/RPk7t4pqm5"
1122155308665790464,2019-04-27 15:07:28,@shvfira Een scooter voor op het water
1122155275325251584,2019-04-27 15:07:20,"RT @Ale_07Music: THE #BBMAS BALL GUYSSSS BEFORE SHE DISAPPEARED FROM THE SOCIALS MEDIA. 
NOW SCOOTER AND DEMI FOLLOWED EACH OTHER AT THE SA…"
1122155169184137217,2019-04-27 15:06:55,RT @demilovatobr: Demi curtiu a publicação do empresário Scooter Braun no Instagram. https://t.co/MnF1iSQuoN
1122155131695271937,2019-04-27 15:06:46,RT @elcomercio_peru: Scooter eléctrico: Miraflores plantea que se prohíba la circulación por veredas  https://t.co/k0uluzuB9v
1122155070026592257,2019-04-27 15:06:31,@DearAuntCrabby @Scooter_PSU @LindseyGrahamSC Lindsey is not going to be re-elected in SC 👎🏼🗳 We deserve better representation
1122155064406282241,2019-04-27 15:06:30,RT @CraigCo62: It NEVER STOPS with the WHITE SUPREMACIST IN CHIEF! - Trump ignores black #1 NFL pick to congratulate white player with hist…
1122154977873600515,2019-04-27 15:06:10,"RT @thepamilerin: I asked my neighbors children what I should get for them on my way back from work, and they said Scooter 😡 All these Rich…"
1122154910412345344,2019-04-27 15:05:53,RT @YESEEGHOSTS: Kanye made the shot so much more suspenseful https://t.co/X0dRAkDsCE
1122154897330384900,2019-04-27 15:05:50,@torylac https://t.co/md2OHLGghM
1122154852812054529,2019-04-27 15:05:40,"RT @InfinityGamesx: This era will be demi's best one so far, from every aspect she's working w some amazing producers and songwriters,  she…"
1122154834990456832,2019-04-27 15:05:35,"RT @RepDonBeyer: Today the President again spoke at the annual NRA convention. Here are 7 facts about the NRA:

1) The NRA was used to laun…"
1122154815851831296,2019-04-27 15:05:31,@A_Train00 What about Chacos and Chinos
1122154811699470337,2019-04-27 15:05:30,RT @demiftcardi: Scooter has nothing to do with Ariana and Justin's mental health. Stop blaming that on him. He is literally the most suppo…
1122154800957706241,2019-04-27 15:05:27,"@SNBradFay Hope to see you there.
Might wind up about 15 rows below you (fingers crossed)."
1122154766463795201,2019-04-27 15:05:19,RT @Y2SHAF: i'd rather take a razor scooter to the ankle than stand up and tell a room full of people a little bit about myself
1122154695038889984,2019-04-27 15:05:02,Turbo-X E-Scooter: Το απόλυτο εναλλακτικό μέσο μετακίνησης. https://t.co/bmz2g51HQM
1122154660519976960,2019-04-27 15:04:54,"RT @demishallow: vai pro inferno phil, scooter amooooor https://t.co/0nfjVQyu9b"
1122154648767533057,2019-04-27 15:04:51,D*m* and Scooter 🤢
1122154645860835330,2019-04-27 15:04:50,"RT @ronlin: A ""horrifying, horrible crime"": Driver crashed into people because he thought they were Muslim, police say https://t.co/fr4hJai…"
1122154535554813954,2019-04-27 15:04:24,@101Xoey Remembered me when i used the scooter of my familiar to go to the lil mall 10 blocks from my pre-last back home house
1122154487416856578,2019-04-27 15:04:13,RT @thedopelectric: Demi when Scooter called her 30 minutes after she dropped Phil https://t.co/QXokhbo8EV
1122154408811352069,2019-04-27 15:03:54,RT @itsJCMD: Demi liked Scooter Braun’s Instagram post: https://t.co/Sm4QAl9TCQ https://t.co/ARenu51DJr
1122154384509607936,2019-04-27 15:03:48,"This girl is on fire 🔥
🛵 I fixed my own scooter. I am not a damsel in distress 🦄"
1122154375017840640,2019-04-27 15:03:46,"RT @thepamilerin: I asked my neighbors children what I should get for them on my way back from work, and they said Scooter 😡 All these Rich…"
1122154370865483778,2019-04-27 15:03:45,"RT @remscIouds: ariana, justin and scooter about to make a number one collab in the studio  https://t.co/o3Bo88SV1j"
1122154365693964294,2019-04-27 15:03:44,"@KyrstynK53 @Tanthedamnman27 ya Tan, buy me a scooter for the bars 🤠"
1122154313139146758,2019-04-27 15:03:31,RT @J_smith_32: Who lets their kid bring a scooter in a retail establishment? #weird https://t.co/8nXLTSmjK5
1122154259276017664,2019-04-27 15:03:18,"RT @Jonny_Dodds: ""Can I speak to your manager please?""

""I AM the manager"" https://t.co/uA3ZXizJtH"
1122154213654630400,2019-04-27 15:03:07,@HindleyDan @GhostOfTick @BustTheGop @bushie200 @seaforward @L_ei8ht @joesch1996 @Ana_Ssassin47 @squishygooylove… https://t.co/4v7mre0UBl
1122154183962947584,2019-04-27 15:03:00,"scooter: reactivate your twitter account becau-

demi: https://t.co/lEFItNceiS"
1122154182650355714,2019-04-27 15:03:00,RT @lovatodirrty: a demi quando o scooter chegar na reunião falando que quer coreografias na turnê  https://t.co/IDPWd9mZce
1122154163021012993,2019-04-27 15:02:55,RT @bieberftmendes: yall remember when scooter wouldn’t let 15 year old justin buy himself a toy helicopter? it took a whole year but he fi…
1122154126266249216,2019-04-27 15:02:46,"RT @nealkhosla: I wrote some words on trends/themes in tech and where I think there are good opportunities for new startups.

Unfortunately…"
1122154033286930433,2019-04-27 15:02:24,"RT @wrongparker: peter: can i ride my scooter outside?

tony: do whatever you want im not your dad

peter: okay then

tony, chasing after h…"
1122154017591824384,2019-04-27 15:02:21,"RT @tomhollwho: marvel: there’s no post credit scene to endgame 
ppl who have seen endgame: there’s no post credit scene
articles about end…"
1122153985140514817,2019-04-27 15:02:13,"It’s festival season in New Orleans, and there is no better way to get around than then a #vespa.  TTRNO is New Orl… https://t.co/SUV6TzwJML"
1122153979046236162,2019-04-27 15:02:11,@SeidelUMBC Only on the scooter. We’re too hardcore to wear helmet when we skateboard! 🤣
1122153958871408642,2019-04-27 15:02:07,RT @NotessRenting: #dallaviaeprendilaanoleggio è la formula del futuro! scrivici una mail a commerciale@notess.it per capire come funziona…
1122153918320955393,2019-04-27 15:01:57,"RT @EverydayRegan: @timkmak Many amazing replacements out there right now. Manafort, Gates, Scooter Libby, Flynn -- who ya got? #NRA"
1122153908476858370,2019-04-27 15:01:55,"scooter.                     스쿠터 
유튜브 영어공부 https://t.co/l7gLMNQaiR
 #youtube, #English, #영어"
1122153872636678149,2019-04-27 15:01:46,RT @curledbitch: when you wake up and realize ur still ugly https://t.co/0HiheDCqLa
1122153837190631426,2019-04-27 15:01:38,RT @PopAlarms: Demi Lovato and Scooter Braun have started following each other on Instagram after months of rumors that he's Demi's new man…
1122153815015223298,2019-04-27 15:01:32,RT @itsJCMD: Scooter Braun started following Demi on Instagram https://t.co/C6td4nflxj
1122153809931689985,2019-04-27 15:01:31,RT @itsJCMD: Demi started following Scooter Braun on Instagram https://t.co/TropCUI4ES
1122153800750510083,2019-04-27 15:01:29,"RT @fxllinlxne: demi lurking around, watching us freak out over the planned fact she and scooter followed each other on instagram https://t…"
1122153784514314240,2019-04-27 15:01:25,#dallaviaeprendilaanoleggio è la formula del futuro! scrivici una mail a commerciale@notess.it per capire come funz… https://t.co/PrGLDI9qAX
1122153735914790912,2019-04-27 15:01:13,@AaronPeskin @AndrewKDavidson @sfcta YES. The Embarcadero bike lane is so scary that too many bikers and scooter ri… https://t.co/jv2GnGMEIe
1122153730449780736,2019-04-27 15:01:12,Alguien sabe a cuánto estará el Scooter en la tienda de Xiaomi del Apumanque? @fayerwayer
1122153723692834816,2019-04-27 15:01:10,Este é o trabalho para um ícone italiano! #vespa #scooter #supermariobrothers #nintendo #mario #gaming https://t.co/R01nPzfYGU
1122153716797382656,2019-04-27 15:01:09,"Can you name this scooter ?

Back in stock anyday now 😱

Tag a friend to guess 👈

#rampworx #skatepark #liverpool… https://t.co/QVwkBcK14d"
1122153625764208642,2019-04-27 15:00:47,"CBR theorie-examen oefenen Auto, Scooter, Motor. Alle informatie in een oogopslag! https://t.co/XvruhNtSgi https://t.co/yuGJssCZbw"
1122153574946021376,2019-04-27 15:00:35,Gewetenloze man sleept husky bij de leiband achter zijn scooter. - Viral Online https://t.co/QhngqZ0waF
1122153529219612673,2019-04-27 15:00:24,RT @demilovatobr: Demi curtiu a publicação do empresário Scooter Braun no Instagram. https://t.co/MnF1iSQuoN
1122153482465755137,2019-04-27 15:00:13,RT @HanaLovato_: turns out we arent boo boo the fools and demi is really managed by scooter https://t.co/dGUL5Zy2HV
1122153480754487296,2019-04-27 15:00:13,"Just saw a kid with green hair riding around on a Razer scooter say to a friend, ""You activated my trap card!""

Am I back in 2004?"
1122153468792201216,2019-04-27 15:00:10,"RT @PickMyMicUp: I know I'm late reacting to what's happened, but omg Scooter come thru daddy!!!!! THE QUEEN IS COMING THIS IS NOT A DRILL!…"
1122153453915078656,2019-04-27 15:00:06,RT @ruinmelovato: Demi after disappearing for like 4 days only to come back and follow Scooter and then acting like nothing happened https:…
1122153430477352960,2019-04-27 15:00:01,RT @ConcentrateJake: Scooter Braun (Ariana &amp; Justin’s manager) followed Demi on Instagram! https://t.co/tpJNLCenWN
1122153400005689345,2019-04-27 14:59:53,@spencerlandia @arturogoga @MuniMiraflores @munisanisidro Ahora solo queda esperar a que una combi o auto atropelle… https://t.co/Lb3y7BwP6I
1122153394536353800,2019-04-27 14:59:52,RT @crybabykittens: my tl rn bc demi &amp; scooter finally secured the mutual https://t.co/lzOmZ2fV1u
1122153366665216005,2019-04-27 14:59:45,Mes Balenciaga c’est vraiment mes baskets de la hess. Quand je dois sortir en pyjama pour acheter du pain ou des co… https://t.co/P7OQ8AsuHA
1122153340660482049,2019-04-27 14:59:39,RT @HanaLovato_: a picture of Scooter and Demi together https://t.co/KYqjBxbxOu
1122153332318113792,2019-04-27 14:59:37,RT @ruinmelovato: Demi after disappearing for like 4 days only to come back and follow Scooter and then acting like nothing happened https:…
1122153256870928384,2019-04-27 14:59:19,RT @HanaLovato_: Demi and Scooter were either together or texting each other while they followed each other because Scooter wasn't going to…
1122153231696769025,2019-04-27 14:59:13,RT @ButeraDemetria: Demi when she sees all the choreography Scooter has lined up for her to do on tour https://t.co/BfYQZHXEcJ
1122153204186271745,2019-04-27 14:59:07,RT @ctrlovatos: SCOOTER SIGNED YOU TOO??? https://t.co/a1aTe4DkLo
1122153202135314432,2019-04-27 14:59:06,Absolute baby slept on my chest last night and I don’t think I’ll ever know true peace like that again thank u Scoo… https://t.co/Cd1BYmesnT
1122153190386884608,2019-04-27 14:59:03,"Alright Twitter friends, who is going to @ATXFestival in June? I’m making all my purchases today. I’m volunteering… https://t.co/YAPGry8suo"
1122153108191105024,2019-04-27 14:58:44,"CELEBRATE, 🎉 CELEBRATE! 🎉 It's your BIRTHDAY today! So excited to be serving at this PARTY!
You can PARTY with SCOO… https://t.co/J0QehjeEi0"
1122152911658803206,2019-04-27 14:57:57,a picture of Scooter and Demi together https://t.co/KYqjBxbxOu
1122152901336498176,2019-04-27 14:57:54,remeber when scooter posted a photo of him facetiming one of his clients and he/she didn’t pick up. Definitely demi. https://t.co/vjMkqpI3VG
1122152853680861184,2019-04-27 14:57:43,"RT @lovatolorde: o diabo trabalho duro, mas o scooter trabalha melhor https://t.co/SOYKJCrcj5"
1122152756872192000,2019-04-27 14:57:20,RT @updatedemibra: UHU! Demi curtiu a publicação do empresário Scooter Braun no Instagram. https://t.co/wlhB2Sg3Go
1122152756465283073,2019-04-27 14:57:20,RT @demilovatobr: Demi curtiu a publicação do empresário Scooter Braun no Instagram. https://t.co/MnF1iSQuoN
1122152681718599680,2019-04-27 14:57:02,RT @itss_myahh: why did I just see this man @brenford_ ZOOOMIN through campus on a scooter 😂😂
1122152677264297984,2019-04-27 14:57:01,@xxelisexx8 What scooter and I will trade a snowboard or a skateboard or a toy
1122152654958931969,2019-04-27 14:56:56,"Feel free, get out &amp; about on a Super 4 mobility scooter👍
https://t.co/wRcffK2lXu https://t.co/3pehdZBdUl"
1122152627586981888,2019-04-27 14:56:49,"RT @Oniten10: @arturogoga Uso bici, scooter y auto propios. Esto es una cacería de brujas, cuando el problema de base es el espacio desprop…"
1122152531751096321,2019-04-27 14:56:26,RT @Y2SHAF: i'd rather take a razor scooter to the ankle than stand up and tell a room full of people a little bit about myself
1122152523622752256,2019-04-27 14:56:24,Demi and Scooter were either together or texting each other while they followed each other because Scooter wasn't g… https://t.co/HDl5ZOosiz
1122152492463034368,2019-04-27 14:56:17,"RT @aajtak: कौन जीतेगा जयपुर का रण?
जानिए #ScooterParReporter में @PreetiChoudhry के साथ.
#ActivIndia पूरा कार्यक्रम  https://t.co/B8D3ZXwN…"
